file,comment,clean_comment
/content/pandas/pandas/core/internals/construction.py,# Reached via DataFrame._from_arrays; we do minimal validation here,reached via dataframefromarrays we do minimal validation here
/content/pandas/pandas/io/common.py,"# type: ignore[call-overload, assignment]",type ignorecalloverload assignment
/content/pandas/pandas/core/series.py,# other: fancy integer or otherwise,other fancy integer or otherwise
/content/pandas/pandas/tests/arrays/floating/test_to_numpy.py,# array with both NaN and NA -> only fill NA with `na_value`,array with both nan and na  only fill na with navalue
/content/pandas/pandas/tests/frame/test_api.py,# corner case,corner case
/content/pandas/pandas/tests/window/test_ewm.py,# least two values,least two values
/content/pandas/pandas/core/arrays/datetimelike.py,"# Includes ExtensionArrays, float_dtype",includes extensionarrays floatdtype
/content/pandas/pandas/core/series.py,# Otherwise index.get_value will raise InvalidIndexError,otherwise indexgetvalue will raise invalidindexerror
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# freq does not round-trip,freq does not roundtrip
/content/pandas/pandas/core/arrays/datetimelike.py,# of DateOffsets.  Null entries are filled with pd.NaT,of dateoffsets  null entries are filled with pdnat
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# write with cols,write with cols
/content/pandas/pandas/tests/dtypes/test_missing.py,# Integer,integer
/content/pandas/pandas/core/series.py,#  would set it back to self.name,would set it back to selfname
/content/pandas/pandas/core/generic.py,# Use v0.23 behavior if a scalar or list,use v behavior if a scalar or list
/content/pandas/pandas/tests/frame/test_repr.py,# it works!,it works
/content/pandas/pandas/core/interchange/from_dataframe.py,# Consider dtype being `uint` to get number of units passed since the 01.01.1970,consider dtype being uint to get number of units passed since the
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# Test with one timezone far ahead of UTC and another far behind, so",test with one timezone far ahead of utc and another far behind so
/content/pandas/pandas/tests/copy_view/test_methods.py,# Original is unchanged,original is unchanged
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating df2 triggers a copy-on-write for that column/block,mutating df triggers a copyonwrite for that columnblock
/content/pandas/pandas/core/generic.py,# e.g. test_align_fill_method,eg testalignfillmethod
/content/pandas/pandas/tests/indexes/test_common.py,# cases in indices doesn't include NaN,cases in indices doesnt include nan
/content/pandas/pandas/io/html.py,# HTML spec: at most one of these lists has content,html spec at most one of these lists has content
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# GH 10636, default is now 'raise'",gh  default is now raise
/content/pandas/pandas/core/arrays/datetimelike.py,"# ""ExtensionArray""; supertype defines the argument type as ""Union[int,",extensionarray supertype defines the argument type as unionint
/content/pandas/pandas/tests/frame/test_api.py,# single block corner case,single block corner case
/content/pandas/pandas/io/common.py,# type: ignore[attr-defined],type ignoreattrdefined
/content/pandas/pandas/_typing.py,# read_json engines,readjson engines
/content/pandas/pandas/io/json/_json.py,# within the nanoseconds bounds,within the nanoseconds bounds
/content/pandas/pandas/core/arrays/datetimelike.py,# array-like others,arraylike others
/content/pandas/pandas/core/arrays/datetimelike.py,#  this option exists to prevent a performance hit in,this option exists to prevent a performance hit in
/content/pandas/pandas/io/parsers/python_parser.py,# already fetched some number,already fetched some number
/content/pandas/pandas/tests/copy_view/test_methods.py,# the groupby operation.,the groupby operation
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# This test is designed to cause a `segfault` with unpatched,this test is designed to cause a segfault with unpatched
/content/pandas/pandas/tests/indexes/test_common.py,# Series.duplicated is tested separately,seriesduplicated is tested separately
/content/pandas/pandas/core/ops/array_ops.py,#  we broadcast and wrap in a TimedeltaArray,we broadcast and wrap in a timedeltaarray
/content/pandas/pandas/core/indexes/accessors.py,# maybe need to upcast (ints),maybe need to upcast ints
/content/pandas/pandas/core/arrays/datetimelike.py,# We get here with e.g. datetime objects,we get here with eg datetime objects
/content/pandas/pandas/core/dtypes/dtypes.py,# GH#23124 require fill_value and subtype to match,gh require fillvalue and subtype to match
/content/pandas/pandas/tests/frame/indexing/test_getitem.py,"#         ordered=False,",orderedfalse
/content/pandas/pandas/tests/extension/json/array.py,# NumPy has issues when all the dicts are the same length.,numpy has issues when all the dicts are the same length
/content/pandas/pandas/core/series.py,# arr._readonly = True,arrreadonly  true
/content/pandas/pandas/core/series.py,# Ensure index is type stable (should always use int index),ensure index is type stable should always use int index
/content/pandas/pandas/io/pytables.py,"# error: Signature of ""write"" incompatible with supertype ""Fixed""",error signature of write incompatible with supertype fixed
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# as datetime.datetime,as datetimedatetime
/content/pandas/pandas/io/parsers/python_parser.py,# Set self.data to something that can read lines.,set selfdata to something that can read lines
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/12649,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/test_algos.py,# and is tested separately; keeps first occurrence like ht.factorize(),and is tested separately keeps first occurrence like htfactorize
/content/pandas/pandas/tests/series/test_logical_ops.py,# logical ops should be label based,logical ops should be label based
/content/pandas/pandas/io/parsers/python_parser.py,# pyright: ignore[reportCallIssue],pyright ignorereportcallissue
/content/pandas/pandas/tests/test_algos.py,# reconstruction can only succeed if the inverse is correct. Since,reconstruction can only succeed if the inverse is correct since
/content/pandas/pandas/tests/strings/test_cat.py,# nested list-likes,nested listlikes
/content/pandas/pandas/tests/tools/test_to_datetime.py,# scalar via Timestamp constructor,scalar via timestamp constructor
/content/pandas/pandas/tests/indexing/test_scalar.py,# DataFrame.at and DataFrame.loc getter works with MultiIndex,dataframeat and dataframeloc getter works with multiindex
/content/pandas/asv_bench/benchmarks/io/csv.py,# This for loop creates a list of 128-char strings,this for loop creates a list of char strings
/content/pandas/pandas/_libs/__init__.py,# Below imports needs to happen first to ensure pandas top level,below imports needs to happen first to ensure pandas top level
/content/pandas/pandas/core/arrays/datetimelike.py,"# PeriodArray overrides, so we only get here with DTA/TDA",periodarray overrides so we only get here with dtatda
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/31491,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/io/parser/common/test_chunksize.py,# see gh-15755,see gh
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# see gh-15982,see gh
/content/pandas/pandas/tests/io/pytables/test_retain_attributes.py,# this is ok,this is ok
/content/pandas/pandas/core/generic.py,"# Reduce along one dimension then the other, to simplify DataFrame._reduce",reduce along one dimension then the other to simplify dataframereduce
/content/pandas/pandas/core/internals/construction.py,# We only get here with `not treat_as_nested(values)`,we only get here with not treatasnestedvalues
/content/pandas/pandas/tests/extension/base/ops.py,# check that divmod behavior matches behavior of floordiv+mod,check that divmod behavior matches behavior of floordivmod
/content/pandas/pandas/tests/indexes/interval/test_astype.py,# float64 -> uint64 fails with negative values,float  uint fails with negative values
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# Don't close user provided file handles.,dont close user provided file handles
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# ArrowKeyError: Column 'fa' in include_columns does not exist in CSV file,arrowkeyerror column fa in includecolumns does not exist in csv file
/content/pandas/pandas/core/series.py,"# We have a scalar (or for MultiIndex or object-dtype, scalar-like)",we have a scalar or for multiindex or objectdtype scalarlike
/content/pandas/pandas/tests/tseries/offsets/test_custom_business_month.py,# Define a TradingDay offset,define a tradingday offset
/content/pandas/pandas/tests/util/test_assert_numpy_array_equal.py,# https://github.com/pandas-dev/pandas/issues/31881,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/core/interchange/from_dataframe.py,# Convert the list of code units to bytes,convert the list of code units to bytes
/content/pandas/pandas/io/json/_normalize.py,# JSON normalization routines,json normalization routines
/content/pandas/pandas/core/computation/scope.py,# shallow copy because we don't want to keep filling this up with what,shallow copy because we dont want to keep filling this up with what
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# this both of these timezones _and_ UTC will all be in the same day,",this both of these timezones and utc will all be in the same day
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# no fp exception support in wasm,no fp exception support in wasm
/content/pandas/pandas/tests/copy_view/test_methods.py,# tracking references for very cheap ops),tracking references for very cheap ops
/content/pandas/pandas/tests/io/parser/test_na_values.py,"#  of ""-999"" -> -999, it does not match the entry with the trailing",of    it does not match the entry with the trailing
/content/pandas/pandas/core/ops/array_ops.py,"#  yarr = isinstance(y, np.ndarray)",yarr  isinstancey npndarray
/content/pandas/pandas/tests/series/test_arithmetic.py,# Comparisons,comparisons
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# within the parser.,within the parser
/content/pandas/pandas/tests/indexes/ranges/test_join.py,# Join two RangeIndex,join two rangeindex
/content/pandas/pandas/io/parsers/python_parser.py,# skip inference if specified dtype is object,skip inference if specified dtype is object
/content/pandas/pandas/tests/resample/test_resample_api.py,# The parametrized column names would get converted to dates by our,the parametrized column names would get converted to dates by our
/content/pandas/pandas/tests/indexes/base_class/test_setops.py,# sort=False,sortfalse
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# we never use bytes dtype internally, always promote to object",we never use bytes dtype internally always promote to object
/content/pandas/pandas/tests/series/methods/test_reindex.py,# return a copy the same index here,return a copy the same index here
/content/pandas/pandas/tests/test_algos.py,# drop_duplicates has own cython code (hash_table_func_helper.pxi),dropduplicates has own cython code hashtablefunchelperpxi
/content/pandas/pandas/tests/tools/test_to_datetime.py,# with None,with none
/content/pandas/pandas/core/interchange/from_dataframe.py,# Check for missing values,check for missing values
/content/pandas/pandas/tests/frame/methods/test_pop.py,# result,result
/content/pandas/pandas/tests/test_algos.py,# drop_duplicates has own cython code (hash_table_func_helper.pxi),dropduplicates has own cython code hashtablefunchelperpxi
/content/pandas/pandas/core/internals/construction.py,# we could have a 1-dim or 2-dim list here,we could have a dim or dim list here
/content/pandas/pandas/tests/io/test_clipboard.py,# Can't use `dedent` here as it will remove the leading `\t`,cant use dedent here as it will remove the leading t
/content/pandas/pandas/tests/reshape/test_cut.py,"# see gh-14652, gh-15428",see gh gh
/content/pandas/pandas/core/generic.py,# Use new behavior.  Means that index and/or columns,use new behavior  means that index andor columns
/content/pandas/pandas/core/internals/construction.py,# GH#42456 the indexing above results in list of 2D ndarrays,gh the indexing above results in list of d ndarrays
/content/pandas/pandas/tests/indexing/multiindex/test_sorted.py,# sort by third letter,sort by third letter
/content/pandas/pandas/tests/indexes/test_common.py,# These two are not backed by an ndarray,these two are not backed by an ndarray
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,"# stream buffer and either let the OS reclaim the region, or let",stream buffer and either let the os reclaim the region or let
/content/pandas/pandas/tests/series/indexing/test_getitem.py,# using column from DataFrame,using column from dataframe
/content/pandas/pandas/core/internals/construction.py,"#  1) dtype.kind in ""mM"" and",dtypekind in mm and
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# test 0th element,test th element
/content/pandas/pandas/core/indexers/utils.py,# Public indexer validation,public indexer validation
/content/pandas/pandas/core/array_algos/replace.py,# TODO: should use missing.mask_missing?,todo should use missingmaskmissing
/content/pandas/pandas/tests/indexes/ranges/test_join.py,# Join withRangeIndex,join withrangeindex
/content/pandas/pandas/core/dtypes/dtypes.py,# avoid tuple to be regarded as freq,avoid tuple to be regarded as freq
/content/pandas/pandas/tests/io/pytables/test_compat.py,#             pd.CategoricalDtype(,pdcategoricaldtype
/content/pandas/pandas/tests/window/test_timeseries_window.py,# we should be ignoring the 'on' as an aggregation column,we should be ignoring the on as an aggregation column
/content/pandas/pandas/tests/indexes/timedeltas/test_constructors.py,# Explicitly passing freq=None is respected,explicitly passing freqnone is respected
/content/pandas/pandas/tests/extension/json/array.py,# bounds check,bounds check
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# see gh-4201: test that index_col as integer reflects usecols,see gh test that indexcol as integer reflects usecols
/content/pandas/pandas/io/sas/sas7bdat.py,# Get endianness information,get endianness information
/content/pandas/pandas/tests/tools/test_to_datetime.py,# result5 is used below,result is used below
/content/pandas/pandas/tests/util/test_assert_numpy_array_equal.py,# Test ensures that `tm.assert_numpy_array_equals` raises the right,test ensures that tmassertnumpyarrayequals raises the right
/content/pandas/pandas/io/pytables.py,# itemsize is the maximum length of a string (along any dimension),itemsize is the maximum length of a string along any dimension
/content/pandas/pandas/io/parsers/python_parser.py,# single dtype or None,single dtype or none
/content/pandas/pandas/core/generic.py,# so we later pre-compute all the NAs and use the same,so we later precompute all the nas and use the same
/content/flask/src/flask/ctx.py,# session is available in custom URL converters.,session is available in custom url converters
/content/pandas/pandas/tests/generic/test_series.py,# single non-bool are an error,single nonbool are an error
/content/pandas/pandas/tests/dtypes/test_missing.py,# test object dtype,test object dtype
/content/pandas/pandas/tests/indexes/datetimes/methods/test_astype.py,# dates around a dst transition,dates around a dst transition
/content/pandas/pandas/tests/arithmetic/test_interval.py,# comparisons to IntervalArray,comparisons to intervalarray
/content/pandas/pandas/core/internals/construction.py,#  core.construction functions,coreconstruction functions
/content/pandas/pandas/core/arrays/datetimelike.py,"# DatetimeIndex, ndarray[datetime64]",datetimeindex ndarraydatetime
/content/pandas/pandas/tests/reshape/concat/test_categorical.py,# See GH 10177,see gh
/content/pandas/pandas/io/pytables.py,# figure out the splitting axis (the non_index_axis),figure out the splitting axis the nonindexaxis
/content/pandas/pandas/core/tools/numeric.py,# extremely rare and not well supported,extremely rare and not well supported
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# see gh-14154,see gh
/content/pandas/pandas/core/dtypes/dtypes.py,"# __eq__, so we explicitly do it here.",eq so we explicitly do it here
/content/pandas/pandas/core/generic.py,"# error: Unsupported left operand type for & (""Self"")",error unsupported left operand type for  self
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# integer + other missing value (np.nan / None) casts to float,integer  other missing value npnan  none casts to float
/content/pandas/pandas/tests/frame/methods/test_round.py,# String input,string input
/content/pandas/pandas/util/_print_versions.py,# required,required
/content/pandas/pandas/tests/indexes/datetimes/methods/test_astype.py,# tz_localize does not preserve freq,tzlocalize does not preserve freq
/content/pandas/pandas/io/sas/sas7bdat.py,# Check magic number,check magic number
/content/pandas/pandas/io/pytables.py,# return valid columns in the order of our axis,return valid columns in the order of our axis
/content/pandas/pandas/core/generic.py,#  because isin can't handle strings for MultiIndexes GH#36293,because isin cant handle strings for multiindexes gh
/content/pandas/pandas/core/series.py,# to keep original value's dtype for bool ops,to keep original values dtype for bool ops
/content/pandas/pandas/io/pytables.py,# create according to the new data,create according to the new data
/content/pandas/pandas/io/html.py,"# Look for direct children only: the ""row"" element here may be a",look for direct children only the row element here may be a
/content/pandas/pandas/core/series.py,# Reductions,reductions
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# See gh-12494,see gh
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# default value,default value
/content/pandas/pandas/tests/series/methods/test_unique.py,"# GH#714 also, dtype=float",gh also dtypefloat
/content/pandas/pandas/tests/indexes/ranges/test_join.py,# join with RangeIndex,join with rangeindex
/content/pandas/pandas/tests/frame/test_query_eval.py,# can't reference ourself b/c we're a local so @ is necessary,cant reference ourself bc were a local so  is necessary
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# mixed dtypes => not-category,mixed dtypes  notcategory
/content/pandas/pandas/core/ops/array_ops.py,"# For exposition, write:",for exposition write
/content/pandas/pandas/_libs/__init__.py,# isort: skip # type: ignore[reportUnusedImport],isort skip  type ignorereportunusedimport
/content/pandas/pandas/tests/extension/test_categorical.py,# 2. first and second are different,first and second are different
/content/pandas/pandas/tests/io/parser/test_dialect.py,# sep is default --> sep_override=True,sep is default  sepoverridetrue
/content/pandas/pandas/tests/frame/test_api.py,# We don't update when it's not provided,we dont update when its not provided
/content/pandas/pandas/core/series.py,#  about 2D cases.,about d cases
/content/pandas/pandas/tests/indexes/datetimes/test_pickle.py,# don't infer freq,dont infer freq
/content/pandas/pandas/io/sas/sas7bdat.py,"# SAS day count for March 1, 8000",sas day count for march
/content/pandas/pandas/core/generic.py,"# else, only a single dtype is given",else only a single dtype is given
/content/pandas/pandas/core/arrays/datetimelike.py,#  TimedeltaIndex.get_loc,timedeltaindexgetloc
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# see gh-2090,see gh
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# see gh-13374 and gh-17465,see gh and gh
/content/pandas/pandas/io/pytables.py,# private methods,private methods
/content/pandas/pandas/__init__.py,# numpy compat,numpy compat
/content/pandas/pandas/tests/test_algos.py,# there could be special treatment for nans,there could be special treatment for nans
/content/pandas/pandas/core/dtypes/dtypes.py,"# between SparseDtype(float, 0.0) and SparseDtype(float, nan).",between sparsedtypefloat  and sparsedtypefloat nan
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# see gh-2654,see gh
/content/pandas/pandas/io/common.py,"# ""Union[str, BaseBuffer]"", ""str"", ""Dict[str, Any]""",unionstr basebuffer str dictstr any
/content/pandas/pandas/core/generic.py,"# In order for where method to work, the threshold must",in order for where method to work the threshold must
/content/pandas/pandas/core/dtypes/dtypes.py,# type: ignore[assignment],type ignoreassignment
/content/pandas/pandas/tests/tools/test_to_datetime.py,# The msg here is not important since it isn't actually raised yet.,the msg here is not important since it isnt actually raised yet
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# case with other.step / self.step > 2,case with otherstep  selfstep
/content/pandas/pandas/tests/window/test_ewm.py,# two values,two values
/content/pandas/pandas/tests/indexes/test_common.py,"# GH#12309: Check that the ""name"" argument",gh check that the name argument
/content/pandas/pandas/tests/io/parser/common/test_chunksize.py,# see gh-10022,see gh
/content/pandas/asv_bench/benchmarks/io/csv.py,# noqa: F401 isort:skip,noqa f isortskip
/content/pandas/doc/sphinxext/announce.py,# From regular merges,from regular merges
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# we never use bytes dtype internally, always promote to object",we never use bytes dtype internally always promote to object
/content/pandas/pandas/core/arrays/datetimelike.py,"# if we are dt64tz and value is dt64(""NaT""), dont cast to NaT,",if we are dttz and value is dtnat dont cast to nat
/content/pandas/pandas/io/parsers/python_parser.py,# line for the rest of the parsing code,line for the rest of the parsing code
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# some edge cases,some edge cases
/content/pandas/pandas/core/generic.py,"# One could make the deepcopy unconditionally, but a deepcopy",one could make the deepcopy unconditionally but a deepcopy
/content/pandas/pandas/tests/tools/test_to_datetime.py,# that case goes through array_strptime which has different behavior,that case goes through arraystrptime which has different behavior
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# mismatched categorical -> coerced to ndarray so doesn't matter,mismatched categorical  coerced to ndarray so doesnt matter
/content/pandas/pandas/io/parsers/python_parser.py,# type: ignore[attr-defined],type ignoreattrdefined
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,"# see gh-9205, gh-51141: test certain malformed input files that",see gh gh test certain malformed input files that
/content/pandas/pandas/tests/frame/test_api.py,# -----Series-----,series
/content/pandas/pandas/tests/indexes/categorical/test_indexing.py,# see gh-17323,see gh
/content/pandas/pandas/core/generic.py,"# e.g., you must do ilevel_0 for the 0th level of an unnamed",eg you must do ilevel for the th level of an unnamed
/content/pandas/pandas/core/dtypes/dtypes.py,# pa.string().to_pandas_dtype() = object which we don't want,pastringtopandasdtype  object which we dont want
/content/pandas/pandas/tests/frame/indexing/test_getitem.py,"#         ordered=True,",orderedtrue
/content/pandas/pandas/core/interchange/from_dataframe.py,"# 'm' -> 'ms', 'u' -> 'us', 'n' -> 'ns'",m  ms u  us n  ns
/content/pandas/pandas/io/pytables.py,# write the object,write the object
/content/pandas/pandas/io/json/_normalize.py,"# naive normalization, this is idempotent for flat records",naive normalization this is idempotent for flat records
/content/pandas/pandas/tests/series/test_arithmetic.py,# noqa: RUF005,noqa ruf
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# https://github.com/pandas-dev/pandas/issues/32800,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# so compare them in that order,so compare them in that order
/content/pandas/pandas/core/interchange/from_dataframe.py,# here to pass a proper offsets buffer size,here to pass a proper offsets buffer size
/content/pandas/pandas/io/pytables.py,# show the error for the specific axes,show the error for the specific axes
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# that the resource should be cleaned up afterwards (BUG #35566),that the resource should be cleaned up afterwards bug
/content/pandas/pandas/tests/frame/test_api.py,# concat propagates attrs if all input attrs are equal,concat propagates attrs if all input attrs are equal
/content/pandas/pandas/tests/window/test_timeseries_window.py,# column is valid,column is valid
/content/pandas/pandas/tests/resample/test_resample_api.py,# Error as we don't have 'z' column,error as we dont have z column
/content/pandas/pandas/core/arrays/datetimelike.py,# PeriodIndex,periodindex
/content/pandas/pandas/tests/window/test_ewm.py,# not valid: mutually exclusive,not valid mutually exclusive
/content/pandas/pandas/core/internals/construction.py,# GH#63889 Check if dict has missing value keys that need special,gh check if dict has missing value keys that need special
/content/pandas/pandas/io/pytables.py,#  so the _get_data_and_dtype_name may be unnecessary,so the getdataanddtypename may be unnecessary
/content/pandas/pandas/core/arrays/datetimelike.py,"#  not None, so this should not be reached.",not none so this should not be reached
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"#  for ""uint64"" or ""intc"" as an alias for ""int32""",for uint or intc as an alias for int
/content/pandas/pandas/tests/frame/test_api.py,# no exception and no empty docstring,no exception and no empty docstring
/content/pandas/pandas/tests/resample/test_resample_api.py,# date parser. Some would result in OutOfBoundsError (ValueError) while,date parser some would result in outofboundserror valueerror while
/content/pandas/pandas/tests/io/pytables/test_compat.py,"#                 expected[""categorical""].cat.categories.astype(object)",expectedcategoricalcatcategoriesastypeobject
/content/pandas/pandas/core/arrays/datetimelike.py,# type: ignore[assignment],type ignoreassignment
/content/pandas/pandas/tests/window/test_ewm.py,# check series of length 1,check series of length
/content/pandas/pandas/tests/series/test_logical_ops.py,# identity,identity
/content/pandas/pandas/core/generic.py,#  __setitem__ (GH#3235),setitem gh
/content/pandas/pandas/tests/series/methods/test_reindex.py,# objects,objects
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# GH#44085 ensure we respect the sort keyword,gh ensure we respect the sort keyword
/content/pandas/pandas/tests/io/parser/common/test_chunksize.py,# mainly an issue with the C parser,mainly an issue with the c parser
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# Python's csv class supports parsing '\x00'.,pythons csv class supports parsing x
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# Normalize carriage return for Windows OS,normalize carriage return for windows os
/content/requests/tests/test_lowlevel.py,"# Verify we receive an Authorization header in response, then",verify we receive an authorization header in response then
/content/pandas/pandas/_typing.py,# types of `func` kwarg for DataFrame.aggregate and Series.aggregate,types of func kwarg for dataframeaggregate and seriesaggregate
/content/pandas/pandas/tests/indexes/datetimes/test_formats.py,# TODO: this is a Series.__repr__ test,todo this is a seriesrepr test
/content/pandas/pandas/core/dtypes/dtypes.py,# With object-dtype we need a comparison that identifies,with objectdtype we need a comparison that identifies
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# index doesn't because bool is object dtype,index doesnt because bool is object dtype
/content/pandas/pandas/compat/numpy/function.py,"# str, int]"", expected ""Union[str, int, None]"")",str int expected unionstr int none
/content/pandas/pandas/tests/indexes/test_common.py,"# GH#11343, added tests for hasnans / isnans",gh added tests for hasnans  isnans
/content/pandas/pandas/tests/io/json/test_ujson.py,# Default behavior assumes encode_html_chars=False.,default behavior assumes encodehtmlcharsfalse
/content/pandas/pandas/tests/test_algos.py,# https://github.com/pandas-dev/pandas/issues/22205,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/core/arrays/datetimelike.py,# `array` below won't do inference if value is an Index or Series.,array below wont do inference if value is an index or series
/content/pandas/pandas/tests/config/test_config.py,# can't register an already registered option,cant register an already registered option
/content/pandas/pandas/tests/extension/base/ops.py,# Pandas takes care of unboxing the series and calling the EA's op.,pandas takes care of unboxing the series and calling the eas op
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# test nth on multiple groupers,test nth on multiple groupers
/content/pandas/pandas/_typing.py,"# with one argument: gzip.GzipFile, bz2.BZ2File",with one argument gzipgzipfile bzbzfile
/content/pandas/pandas/tests/frame/methods/test_rank.py,# Insert nans at random positions if underlying dtype has missing,insert nans at random positions if underlying dtype has missing
/content/pandas/pandas/core/generic.py,# compat for older pickles,compat for older pickles
/content/pandas/pandas/tests/series/methods/test_reset_index.py,# GH#44755 reset_index with duplicate column labels,gh resetindex with duplicate column labels
/content/pandas/pandas/core/series.py,# indexer return native python type,indexer return native python type
/content/pandas/pandas/tests/frame/methods/test_rank.py,# integers,integers
/content/pandas/pandas/io/html.py,# lxml utilizes XPATH 1.0 which does not have regex,lxml utilizes xpath  which does not have regex
/content/pandas/pandas/tests/indexes/test_common.py,# With .set_names(),with setnames
/content/pandas/pandas/io/parsers/python_parser.py,# TODO: this is for consistency with,todo this is for consistency with
/content/pandas/pandas/core/interchange/from_dataframe.py,# and size in the buffer plus the dtype on the column. Use DLPack as NumPy supports,and size in the buffer plus the dtype on the column use dlpack as numpy supports
/content/pandas/pandas/tests/tools/test_to_datetime.py,# uniform returns a DatetimeIndex,uniform returns a datetimeindex
/content/pandas/pandas/tests/indexes/period/test_partial_slicing.py,# Manually identified locations of year==2014,manually identified locations of year
/content/pandas/pandas/io/pytables.py,# type: ignore[attr-defined],type ignoreattrdefined
/content/pandas/pandas/tests/window/test_timeseries_window.py,"# closed must be 'right', 'left', 'both', 'neither'",closed must be right left both neither
/content/pandas/pandas/tests/arrays/test_datetimes.py,"# from non-nano to non-nano, preserving reso",from nonnano to nonnano preserving reso
/content/flask/src/flask/ctx.py,# a singleton sentinel value for parameter defaults,a singleton sentinel value for parameter defaults
/content/pandas/pandas/tests/scalar/timestamp/test_arithmetic.py,"# Timestamp +/- datetime64 not supported, so not tested (could possibly",timestamp  datetime not supported so not tested could possibly
/content/pandas/pandas/tests/frame/methods/test_at_time.py,# time doesn't exist,time doesnt exist
/content/pandas/pandas/core/arrays/datetimelike.py,"# error: Incompatible return value type (got ""int | integer[Any] | None"",",error incompatible return value type got int  integerany  none
/content/pandas/pandas/tests/frame/indexing/test_getitem.py,# column is accessed,column is accessed
/content/pandas/pandas/tests/strings/test_cat.py,"# TODO: Strimg option, this should return string dtype",todo strimg option this should return string dtype
/content/pandas/pandas/core/ops/array_ops.py,"# Don't do this for comparisons, as that will handle complex numbers",dont do this for comparisons as that will handle complex numbers
/content/pandas/pandas/io/html.py,# <thead><th>foo</th><th>bar</th></thead>. (Missing <tr>). Add,theadthfooththbarththead missing tr add
/content/pandas/pandas/tests/window/test_expanding.py,# min_periods=0,minperiods
/content/pandas/pandas/tests/io/xml/test_xml_dtypes.py,# PARSE DATES,parse dates
/content/pandas/pandas/tests/series/indexing/test_getitem.py,# invalid because of the boolean indexer,invalid because of the boolean indexer
/content/pandas/pandas/tests/io/excel/test_odswriter.py,# GH#45687 - Ensure sheets is updated if user modifies book,gh  ensure sheets is updated if user modifies book
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# Mixed type setting but same dtype & changing dtype,mixed type setting but same dtype  changing dtype
/content/pandas/pandas/tests/series/test_logical_ops.py,# GH#9016: support bitwise op for integer types,gh support bitwise op for integer types
/content/pandas/pandas/_typing.py,# sort_index,sortindex
/content/pandas/pandas/tests/io/json/test_compression.py,# Bucket created in tests/io/conftest.py,bucket created in testsioconftestpy
/content/pandas/pandas/tests/indexes/ranges/test_join.py,# join with Index[int64],join with indexint
/content/pandas/pandas/tests/indexes/categorical/test_category.py,"# having 2**32 - 2**31 categories would be very memory-intensive,",having    categories would be very memoryintensive
/content/pandas/pandas/tests/reshape/test_cut.py,# see gh-19872,see gh
/content/flask/src/flask/ctx.py,# that has arbitrary attributes.,that has arbitrary attributes
